	App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver
291	Tiny Scanner Pro: PDF Doc Scan	5	4.8	10295.0	39936.0	100000.0	0	4.99	1	5	596.0	3.4.6	3.0 and up
293	OfficeSuite : Free Office + PDF Editor	5	4.3	1002859.0	35840.0	100000000.0	1	0.0	1	5	118.0	9.7.14188	4.1 and up
295	Verify - Receipts & Expenses	5	4.5	413.0	29696.0	10000.0	1	0.0	1	5	126.0	2.0.19	5.0 and up
296	QuickBooks Accounting: Invoicing & Expenses	5	4.3	23175.0	41984.0	1000000.0	1	0.0	1	5	138.0	18.7	4.1 and up
298	Manga Master - Best manga & comic reader	6	4.6	24005.0	5017.6	500000.0	1	0.0	5	6	147.0	1.1.7.0	4.1 and up
299	GANMA! - All original stories free of charge for all original comics	6	4.7	57106.0	27648.0	1000000.0	1	0.0	2	6	128.0	2.11.3	4.1 and up
300	Röhrich Werner Soundboard	6	4.7	2249.0	32768.0	500000.0	1	0.0	1	6	377.0	1.08	4.0.3 and up
301	Unicorn Pokez - Color By Number	6	4.8	516.0	12288.0	50000.0	1	0.0	1	0	117.0	1.0.6	4.4 and up
302	MangaToon - Comics updated Daily	6	3.9	834.0	15360.0	50000.0	1	0.0	4	6	119.0	1.0.8	4.1 and up
303	Manga Net – Best Online Manga Reader	6	4.1	1010.0	11264.0	50000.0	1	0.0	4	6	144.0	1.5	4.1 and up
304	Manga Rock - Best Manga Reader	6	4.4	238970.0	28672.0	1000000.0	1	0.0	2	6	142.0	3.4.3_world	5.0 and up
305	Manga - read Thai translation	6	4.6	302.0	2252.8	10000.0	1	0.0	2	6	148.0	1.0	4.0 and up
306	The Vietnam Story - Fun Stories	6	4.5	438.0	3481.6	10000.0	1	0.0	1	6	336.0	1.0	2.3 and up
307	Dragon Ball Wallpaper - Ringtones	6	4.7	73.0	8499.2	10000.0	1	0.0	1	6	128.0	1.9	4.0.3 and up
308	Funny Jokes Photos	6	4.4	39.0	4403.2	10000.0	1	0.0	3	6	148.0	1.1	4.2 and up
309	Truyện Vui Tý Quậy	6	4.5	144.0	4812.8	10000.0	1	0.0	1	6	132.0	3.0	4.0.3 and up
310	Comic Es - Shojo manga / love comics free of charge ♪ ♪	6	3.9	2181.0	10240.0	100000.0	1	0.0	2	6	268.0	1.2.12	4.0.3 and up
311	comico Popular Original Cartoon Updated Everyday Comico	6	3.2	93965.0	15360.0	5000000.0	1	0.0	2	6	148.0	6.3.0	4.0.3 and up
312	Daily Manga - Comic & Webtoon	6	3.2	1446.0	7270.4	100000.0	1	0.0	4	6	194.0	1.0	4.0.3 and up
313	漫咖 Comics - MangaNovel and Stories	6	4.1	12088.0	21504.0	1000000.0	1	0.0	4	6	145.0	2.3.1	4.0.3 and up
314	Emmanuella Funny Videos 2018	6	4.5	314.0	6246.4	100000.0	1	0.0	1	6	189.0	3.1.0	4.1 and up
316	Manga Zero - Japanese cartoon and comic reader	6	4.2	15194.0	15360.0	1000000.0	1	0.0	2	6	132.0	4.7.3	4.2 and up
317	Marvel Unlimited	6	3.7	22551.0	11264.0	1000000.0	1	0.0	2	6	127.0	3.16.0	4.4 and up
318	Tapas – Comics Novels and Stories	6	4.5	29839.0	29696.0	1000000.0	1	0.0	2	6	120.0	4.1.0	4.4 and up
319	Children's cartoons (Mithu-Mina-Raju)	6	4.6	279.0	3379.2	100000.0	1	0.0	1	6	345.0	1.6	4.0 and up
322	Faustop Sounds	6	4.7	1677.0	40960.0	100000.0	1	0.0	1	6	186.0	1.7.7	4.1 and up
323	Manga Mania - Best online manga reader	6	4.4	757.0	10240.0	10000.0	1	0.0	2	6	188.0	1.0	4.1 and up
324	- Free Comics - Comic Apps	6	3.5	115.0	9318.4	10000.0	1	0.0	4	6	138.0	5.0.12	5.0 and up
325	Manga AZ - Manga Comic Reader	6	3.3	125.0	4812.8	5000.0	1	0.0	2	6	127.0	1.0.4	4.0.3 and up
326	Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game	6	4.5	9952.0	38912.0	500000.0	1	0.0	3	6	120.0	4.3.0	4.1 and up
328	Funny Jokes and Stories 2018	6	4.2	21.0	6860.8	5000.0	1	0.0	1	6	242.0	1.3	4.0 and up
329	Hojiboy Tojiboyev Life Hacks	6	5.0	15.0	37888.0	1000.0	1	0.0	1	6	155.0	2.0	4.0.3 and up
331	Best Wallpapers Backgrounds(100000+ 4K HD)	6	4.7	3596.0	7987.2	10000.0	1	0.0	2	6	165.0	1.01	4.0.3 and up
332	think Comics	6	4.4	1006.0	19456.0	50000.0	1	0.0	1	6	117.0	2.3.3	4.0.3 and up
333	Memes Button	6	4.4	5968.0	5836.8	1000000.0	1	0.0	1	6	184.0	1.4	4.0 and up
334	Laftel - Watching and Announcing Snooping Streaming	6	4.6	4895.0	35840.0	100000.0	1	0.0	1	6	118.0	2.4.25	4.4 and up
337	Messenger for SMS	7	4.3	125257.0	17408.0	10000000.0	1	0.0	2	7	175.0	1.8.9	4.1 and up
343	My Tele2	7	4.3	158679.0	9011.2	5000000.0	1	0.0	1	7	117.0	2.4.1	4.4 and up
345	Yahoo Mail – Stay Organized	7	4.3	4187998.0	16384.0	100000000.0	1	0.0	1	7	133.0	5.29.3	4.4 and up
346	imo beta free calls and text	7	4.3	659395.0	11264.0	100000000.0	1	0.0	1	7	174.0	9.8.000000010492	4.0 and up
347	imo free video calls and chat	7	4.3	4785892.0	11264.0	500000000.0	1	0.0	1	7	173.0	9.8.000000010501	4.0 and up
349	Call Free – Free Call	7	4.3	30209.0	15360.0	5000000.0	1	0.0	1	7	123.0	1.3.4	4.1 and up
350	Web Browser & Explorer	7	4.0	36901.0	6758.4	5000000.0	1	0.0	1	7	147.0	11.8.6	4.0.3 - 7.1.1
352	Browser 4G	7	4.3	192948.0	6758.4	10000000.0	1	0.0	1	7	162.0	24.6.6	4.0.3 - 7.1.1
355	Cricket Visual Voicemail	7	3.9	13698.0	5222.4	10000000.0	1	0.0	1	7	149.0	3.2.0.100171	4.1 and up
357	TracFone My Account	7	3.6	20769.0	18432.0	1000000.0	1	0.0	1	7	140.0	R6.0.3	4.1 and up
358	Firefox Focus: The privacy browser	7	4.4	36880.0	4096.0	1000000.0	1	0.0	1	7	145.0	5.2	5.0 and up
362	TouchPal Keyboard - Fun Emoji & Android Keyboard	7	4.4	615381.0	37888.0	10000000.0	1	0.0	4	7	118.0	6.7.9.1	4.0.3 and up
364	Skype Lite - Free Video Call & Chat	7	4.2	33053.0	22528.0	5000000.0	1	0.0	1	7	120.0	1.60.0.31354-release	4.0.3 and up
366	UC Browser Mini -Tiny Fast Private & Secure	7	4.4	3648120.0	3379.2	100000000.0	1	0.0	2	7	133.0	11.4.0	4.0 and up
367	WhatsApp Business	7	4.4	136662.0	32768.0	10000000.0	1	0.0	1	7	121.0	2.18.116	4.0.3 and up
368	My magenta	7	3.9	42370.0	37888.0	1000000.0	1	0.0	1	7	156.0	7.5.1	5.0 and up
374	Antillean Gold Telegram (original version)	7	4.4	2939.0	17408.0	100000.0	1	0.0	1	7	135.0	2.1	4.1 and up
377	Omlet Chat	7	3.9	40751.0	35840.0	10000000.0	1	0.0	2	7	754.0	2.2.7600	4.0.3 and up
378	UC Browser - Fast Download Private & Secure	7	4.5	17712922.0	40960.0	500000000.0	1	0.0	2	7	118.0	12.8.5.1121	4.0 and up
379	My Vodacom SA	7	3.7	25021.0	62464.0	5000000.0	1	0.0	1	7	155.0	9.9.0	4.3 and up
380	Microsoft Edge	7	4.3	27187.0	67584.0	5000000.0	1	0.0	1	7	123.0	42.0.0.2059	4.4 and up
383	imo free video calls and chat	7	4.3	4785988.0	11264.0	500000000.0	1	0.0	1	7	173.0	9.8.000000010501	4.0 and up
384	Hangouts Dialer - Call Phones	7	4.0	122498.0	79.0	10000000.0	1	0.0	1	7	1183.0	0.1.100944346	4.0.3 and up
387	Talkatone: Free Texts Calls & Phone Number	7	4.1	132014.0	25600.0	10000000.0	1	0.0	1	7	133.0	6.1	4.2 and up
388	Calls & Text by Mo+	7	4.2	83239.0	14336.0	5000000.0	1	0.0	1	7	223.0	3.0.4	4.0 and up
395	GO SMS Pro - Messenger Free Themes Emoji	7	4.4	2876500.0	24576.0	100000000.0	1	0.0	1	7	119.0	7.73	4.0 and up
397	Messaging+ SMS MMS Free	7	4.1	28238.0	17408.0	1000000.0	1	0.0	1	7	118.0	4.98	2.3 and up
398	chomp SMS	7	4.3	335646.0	8499.2	10000000.0	1	0.0	1	7	125.0	7.21	2.3 and up
400	Text SMS	7	4.5	349384.0	8396.8	10000000.0	1	0.0	1	7	127.0	3.47	4.0.3 and up
405	mysms SMS Text Messaging Sync	7	4.3	37320.0	8601.6	1000000.0	1	0.0	1	7	121.0	6.5.1	4.0.3 and up
408	Firefox Focus: The privacy browser	7	4.4	36893.0	4096.0	1000000.0	1	0.0	1	7	145.0	5.2	5.0 and up
409	2ndLine - Second Phone Number	7	4.2	15880.0	32768.0	1000000.0	1	0.0	1	7	117.0	5.65.0	4.0 and up
413	CM Browser - Ad Blocker  Fast Download  Privacy	7	4.6	2264916.0	6246.4	50000000.0	1	0.0	1	7	120.0	5.22.18.0006	4.0 and up
416	Ninesky Browser	7	4.2	42925.0	2867.2	1000000.0	1	0.0	1	7	458.0	6.1	2.3 and up
419	UC Browser Mini -Tiny Fast Private & Secure	7	4.4	3648480.0	3379.2	100000000.0	1	0.0	2	7	133.0	11.4.0	4.0 and up
420	UC Browser - Fast Download Private & Secure	7	4.5	17714850.0	40960.0	500000000.0	1	0.0	2	7	118.0	12.8.5.1121	4.0 and up
421	Ghostery Privacy Browser	7	4.1	13100.0	2252.8	1000000.0	1	0.0	1	7	253.0	1.4.1.0	4.0.3 and up
423	Web Browser for Android	7	4.1	55098.0	4403.2	1000000.0	1	0.0	1	7	161.0	2.2	4.0 and up
424	DU Browser—Browse fast & fun	7	4.3	1133501.0	4812.8	10000000.0	1	0.0	1	7	971.0	6.4.0.4	4.0 and up
425	Lightning Web Browser	7	4.1	12578.0	2355.2	500000.0	1	0.0	1	7	506.0	4.5.1	4.0 and up
426	Web Browser	7	4.2	10965.0	2355.2	500000.0	1	0.0	1	7	1395.0	2.0	3.0 and up
428	Contacts+	7	4.2	190613.0	11264.0	10000000.0	1	0.0	1	7	120.0	5.85.1	4.0.3 and up
429	ExDialer - Dialer & Contacts	7	4.2	125232.0	2764.8	10000000.0	1	0.0	1	7	633.0	196	2.1 and up
430	Calls & Text by Mo+	7	4.2	83239.0	14336.0	5000000.0	1	0.0	1	7	223.0	3.0.4	4.0 and up
432	PHONE for Google Voice & GTalk	7	4.3	72065.0	13312.0	1000000.0	1	0.0	1	7	224.0	3.0.7	4.0 and up
433	Safest Call Blocker	7	4.4	27540.0	3788.8	1000000.0	1	0.0	1	7	327.0	1.26.001	4.0 and up
434	Full Screen Caller ID	7	4.2	104990.0	10240.0	5000000.0	1	0.0	1	7	197.0	3.5.0	4.0.3 and up
435	Hiya - Caller ID & Block	7	4.4	177703.0	13312.0	10000000.0	1	0.0	4	7	126.0	8.1.2-6310	5.0 and up
436	Call Blocker	7	4.1	17529.0	10240.0	1000000.0	1	0.0	1	7	125.0	5.86	4.0.3 and up
437	Mr. Number-Block calls & spam	7	4.2	177263.0	13312.0	10000000.0	1	0.0	4	7	138.0	5.1.2-6310	5.0 and up
438	Should I Answer?	7	4.8	237468.0	9011.2	1000000.0	1	0.0	1	7	125.0	2018.1.715	4.0 and up
439	RocketDial Dialer & Contacts	7	4.4	32254.0	5632.0	1000000.0	1	0.0	1	7	359.0	3.9.7	2.1 and up
440	CallApp: Caller ID Blocker & Phone Call Recorder	7	4.4	483565.0	20480.0	10000000.0	1	0.0	1	7	122.0	1.286	4.1 and up
441	Whoscall - Caller ID & Block	7	4.4	552441.0	29696.0	10000000.0	1	0.0	1	7	119.0	6.19.1	4.1 and up
444	Call Control - Call Blocker	7	4.4	93825.0	11264.0	5000000.0	1	0.0	1	7	146.0	2.17.3	4.1 and up
446	Video Caller Id	7	4.2	15287.0	17408.0	1000000.0	1	0.0	1	7	308.0	2.2.245	4.0.3 and up
447	Sync.ME – Caller ID & Block	7	4.5	205739.0	17408.0	5000000.0	1	0.0	1	7	125.0	4.5.4	4.1 and up
450	Caller ID +	7	4.0	9498.0	118.0	1000000.0	1	0.0	1	7	904.0	5.28.0	2.3 and up
452	Yahoo Mail – Stay Organized	7	4.3	4188142.0	16384.0	100000000.0	1	0.0	1	7	133.0	5.29.3	4.4 and up
453	K-9 Mail	7	4.2	88427.0	5222.4	5000000.0	1	0.0	1	7	326.0	5.403	4.0.3 and up
455	Email TypeApp - Mail App	7	4.6	183374.0	45056.0	1000000.0	1	0.0	1	7	119.0	1.9.4.74	4.1 and up
456	All Email Providers	7	4.1	20901.0	7475.2	1000000.0	1	0.0	1	7	239.0	5.0.9	4.1 and up
457	Newton Mail - Email App for Gmail Outlook IMAP	7	4.0	122595.0	30720.0	1000000.0	1	0.0	1	7	132.0	9.8.376	5.0 and up
458	GO Notifier	7	4.2	124346.0	695.0	10000000.0	1	0.0	1	7	1606.0	2.8	2.0 and up
460	Mail1Click - Secure Mail	7	4.1	255.0	1638.4	10000.0	1	0.0	1	7	596.0	2.3	2.2 and up
461	Daum Mail - Next Mail	7	4.3	41420.0	19456.0	5000000.0	1	0.0	1	7	160.0	3.2.0	4.0 and up
465	imo free video calls and chat	7	4.3	4785988.0	11264.0	500000000.0	1	0.0	1	7	173.0	9.8.000000010501	4.0 and up
470	Vonage Mobile® Call Video Text	7	4.1	29208.0	23552.0	1000000.0	1	0.0	1	7	791.0	2.9.8	2.3.3 and up
471	JusTalk - Free Video Calls and Fun Video Chat	7	4.6	191032.0	26624.0	5000000.0	1	0.0	1	7	116.0	7.2.29	4.0.3 and up
477	Calculator	8	2.6	57.0	6348.8	1000.0	0	6.99	1	8	399.0	1.1.6	4.0 and up
481	AMBW Dating App: Asian Men Black Women Interracial	8	3.5	2.0	17408.0	100.0	0	7.99	4	8	676.0	1.0.1	4.0 and up
483	OkCupid Dating	8	4.1	285726.0	15360.0	10000000.0	1	0.0	4	8	121.0	11.10.1	4.1 and up
485	Hily: Dating Chat Match Meet & Hook up	8	4.1	2556.0	57344.0	100000.0	1	0.0	4	8	119.0	2.5.2	4.1 and up
486	Hinge: Dating & Relationships	8	4.2	7779.0	12288.0	500000.0	1	0.0	4	8	117.0	6.1.3	5.0 and up
487	Casual Dating & Adult Singles - Joyride	8	4.5	61637.0	11264.0	5000000.0	1	0.0	4	8	120.0	4.17.2	4.1 and up
488	BBW Dating & Plus Size Chat	8	4.4	12632.0	29696.0	1000000.0	1	0.0	4	8	124.0	3.5.0.1	4.1 and up
490	CMB Free Dating App	8	4.0	48845.0	40960.0	1000000.0	1	0.0	4	8	119.0	4.19.0.2320	4.4 and up
492	eharmony - Online Dating App	8	3.1	31320.0	54272.0	5000000.0	1	0.0	4	8	121.0	6.6.5	4.1 and up
493	Free Dating App & Flirt Chat - Match with Singles	8	4.4	172460.0	3174.4	5000000.0	1	0.0	4	8	116.0	1.639	4.0 and up
494	Chispa the Dating App for Latino Latina Singles	8	4.2	4195.0	24576.0	100000.0	1	0.0	4	8	126.0	1.6.1	4.4 and up
495	Clover Dating App	8	4.1	11633.0	23552.0	500000.0	1	0.0	4	8	127.0	2.5.1	4.1 and up
496	Black People Meet Singles Date	8	3.9	10212.0	5120.0	1000000.0	1	0.0	4	8	126.0	1.9.7	4.4 and up
497	Mingle2 - Free Online Dating & Singles Chat Rooms	8	4.3	37053.0	45056.0	1000000.0	1	0.0	4	8	117.0	4.4B	4.1 and up
498	Free Dating App & Flirt Chat - Cheers	8	4.4	667.0	27648.0	10000.0	1	0.0	4	8	117.0	1.308.us	4.1 and up
499	stranger chat - anonymous chat	8	3.5	13202.0	6246.4	1000000.0	1	0.0	4	8	144.0	2.4.1	4.1 and up
501	Free Dating Hook Up Messenger	8	3.3	1157.0	21504.0	100000.0	1	0.0	4	8	670.0	5.0.1	4.2 and up
502	Find Real Love — YouLove Premium Dating	8	4.5	212626.0	11264.0	10000000.0	1	0.0	4	8	120.0	4.17.2	4.1 and up
503	Once - Quality Matches Every day	8	4.4	222888.0	21504.0	1000000.0	1	0.0	4	8	134.0	2.45	4.1 and up
504	BLK - Swipe. Match. Chat.	8	4.1	2067.0	24576.0	100000.0	1	0.0	4	8	126.0	1.6.1	4.4 and up
505	Cougar Dating Life : Date Older Women Sugar Mummy	8	3.9	1643.0	31744.0	500000.0	1	0.0	4	8	148.0	4.5.5	4.1 and up
506	Howlr	8	3.9	105.0	27648.0	5000.0	1	0.0	4	8	162.0	1.0.4	4.4 and up
507	Stranger Chat & Date	8	3.6	3414.0	6348.8	500000.0	1	0.0	4	8	175.0	1.2.1	4.1 and up
509	RandoChat - Chat roulette	8	3.6	11806.0	12288.0	1000000.0	1	0.0	4	8	155.0	4.0.18	4.0.3 and up
510	BeWild Free Dating & Chat App	8	3.4	1999.0	8192.0	100000.0	1	0.0	4	8	663.0	1.6.5	4.2 and up
511	FastMeet: Chat Dating Love	8	4.2	22544.0	6041.6	1000000.0	1	0.0	4	8	124.0	1.31.4	4.0.3 and up
512	Free Dating App - YoCutie - Flirt Chat & Meet	8	4.1	97684.0	8089.6	1000000.0	1	0.0	4	8	141.0	1.230	4.0.3 and up
513	OurTime Dating for Singles 50+	8	3.4	2519.0	5120.0	100000.0	1	0.0	4	8	126.0	1.9.7	4.4 and up
514	FarmersOnly Dating	8	3.0	1146.0	1433.6	100000.0	1	0.0	4	8	1007.0	2.2	4.0 and up
515	Dating for 50 plus Mature Singles – FINALLY	8	4.6	13046.0	13312.0	500000.0	1	0.0	4	8	120.0	4.17.2	4.1 and up
516	Sudy – Meet Elite & Rich Single	8	4.1	17268.0	40960.0	500000.0	1	0.0	4	8	156.0	4.1.2	4.0.3 and up
517	Christian Dating For Free App	8	3.9	8722.0	13312.0	500000.0	1	0.0	4	8	161.0	15.8	4.1 and up
518	Just She - Top Lesbian Dating	8	1.9	953.0	19456.0	100000.0	1	0.0	4	8	133.0	6.3.7	5.0 and up
519	Single Parent Meet #1 Dating	8	3.5	2593.0	5120.0	500000.0	1	0.0	4	8	126.0	1.9.7	4.4 and up
520	EliteSingles – Dating for Single Professionals	8	2.5	5377.0	19456.0	500000.0	1	0.0	4	8	120.0	4.8.5	4.0.3 and up
521	Millionaire Match: Rich Singles Dating App	8	3.9	852.0	27648.0	100000.0	1	0.0	4	8	121.0	6.4.6	4.1 and up
522	InterracialCupid - Interracial Dating App	8	3.4	212.0	3072.0	50000.0	1	0.0	4	8	168.0	2.3.0.1781	5.0 and up
523	Sugar Mommas Dating And Single Search	8	3.5	1972.0	13312.0	1000000.0	1	0.0	4	8	200.0	4.3	4.1 and up
524	Hide App Private Dating Safe Chat - PrivacyHider	8	4.4	35206.0	7372.8	1000000.0	1	0.0	1	8	191.0	2.9.6	4.0 and up
525	muzmatch: Muslim & Arab Singles Marriage & Dating	8	3.8	5164.0	25600.0	100000.0	1	0.0	4	8	127.0	3.8.75a	4.0.3 and up
527	Sugar Daddy Dating App	8	2.5	277.0	5836.8	100000.0	1	0.0	4	8	359.0	3.0.0	4.1 and up
528	Adult Dirty Emojis	8	2.8	80.0	5632.0	10000.0	1	0.0	2	8	387.0	1.0	4.0.3 and up
530	Meet4U - Chat Love Singles!	8	4.2	40035.0	6656.0	1000000.0	1	0.0	4	8	124.0	1.31.3	4.0.3 and up
531	SnpCupid Dating	8	3.5	1093.0	5939.2	100000.0	1	0.0	4	8	669.0	1.6.6	4.2 and up
533	Adult Dating - AdultFinder	8	3.3	1601.0	3891.2	500000.0	1	0.0	4	8	665.0	1.5	4.1 and up
534	Gay Sugar Daddy Dating & Hookup – Sudy Gay	8	4.1	2212.0	41984.0	100000.0	1	0.0	4	8	161.0	2.0.5	4.0.3 and up
535	Meet24 - Love Chat Singles	8	4.2	57081.0	8089.6	1000000.0	1	0.0	4	8	124.0	1.31.3	4.0.3 and up
536	BBWCupid - BBW Dating App	8	3.5	241.0	2867.2	50000.0	1	0.0	4	8	180.0	2.2.0.1748	5.0 and up
537	ChatVideo Meet new people	8	4.2	63986.0	20480.0	5000000.0	1	0.0	4	8	181.0	3.0.15	4.0 and up
538	TryDate - Free Online Dating App Chat Meet Adults	8	4.4	7888.0	15360.0	500000.0	1	0.0	4	8	213.0	2.4.0	4.1 and up
539	Black White Interracial Dating - Interracial Match	8	4.1	535.0	28672.0	100000.0	1	0.0	4	8	244.0	2.0.0	4.1 and up
540	USA Singles Meet Match and Date Free - Date	8	4.2	5084.0	9830.4	100000.0	1	0.0	4	8	117.0	1.55	4.1 and up
541	FlirtChat - ♥Free Dating/Flirting App♥	8	4.3	2430.0	13312.0	500000.0	1	0.0	4	8	125.0	12.0.4	4.1 and up
542	OkCupid Dating	8	4.1	285726.0	15360.0	10000000.0	1	0.0	4	8	121.0	11.10.1	4.1 and up
543	CMB Free Dating App	8	4.0	48845.0	40960.0	1000000.0	1	0.0	4	8	119.0	4.19.0.2320	4.4 and up
544	Hily: Dating Chat Match Meet & Hook up	8	4.1	2556.0	57344.0	100000.0	1	0.0	4	8	119.0	2.5.2	4.1 and up
545	Hinge: Dating & Relationships	8	4.2	7779.0	12288.0	500000.0	1	0.0	4	8	117.0	6.1.3	5.0 and up
546	The League	8	3.0	837.0	9625.6	100000.0	1	0.0	4	8	135.0	1.15.0	4.4 and up
547	BBW Dating & Plus Size Chat	8	4.4	12632.0	29696.0	1000000.0	1	0.0	4	8	124.0	3.5.0.1	4.1 and up
548	Casual Dating & Adult Singles - Joyride	8	4.5	61637.0	11264.0	5000000.0	1	0.0	4	8	120.0	4.17.2	4.1 and up
549	EliteSingles – Dating for Single Professionals	8	2.5	5377.0	19456.0	500000.0	1	0.0	4	8	120.0	4.8.5	4.0.3 and up
550	Clover Dating App	8	4.1	11633.0	23552.0	500000.0	1	0.0	4	8	127.0	2.5.1	4.1 and up
552	Herpes Dating: 1000K+ Singles	8	4.0	738.0	27648.0	10000.0	1	0.0	4	8	119.0	6.4.1	4.1 and up
554	Just She - Top Lesbian Dating	8	1.9	953.0	19456.0	100000.0	1	0.0	4	8	133.0	6.3.7	5.0 and up
555	Heart mill	8	3.3	4631.0	46080.0	100000.0	1	0.0	4	8	116.0	5.2.14	5.0 and up
556	Once - Quality Matches Every day	8	4.4	222888.0	21504.0	1000000.0	1	0.0	4	8	134.0	2.45	4.1 and up
557	Sudy – Meet Elite & Rich Single	8	4.1	17268.0	40960.0	500000.0	1	0.0	4	8	156.0	4.1.2	4.0.3 and up
558	muzmatch: Muslim & Arab Singles Marriage & Dating	8	3.8	5164.0	25600.0	100000.0	1	0.0	4	8	127.0	3.8.75a	4.0.3 and up
559	95Live -SG#1 Live Streaming App	8	4.1	4953.0	15360.0	1000000.0	1	0.0	2	8	119.0	8.7.2	4.2 and up
560	Chispa the Dating App for Latino Latina Singles	8	4.2	4195.0	24576.0	100000.0	1	0.0	4	8	126.0	1.6.1	4.4 and up
562	Find Real Love — YouLove Premium Dating	8	4.5	212626.0	11264.0	10000000.0	1	0.0	4	8	120.0	4.17.2	4.1 and up
563	Mutual - LDS Dating	8	3.7	1439.0	38912.0	50000.0	1	0.0	4	8	121.0	1.1.46	4.2 and up
564	Cougar Dating Life : Date Older Women Sugar Mummy	8	3.9	1645.0	31744.0	500000.0	1	0.0	4	8	148.0	4.5.5	4.1 and up
565	stranger chat - anonymous chat	8	3.5	13204.0	6246.4	1000000.0	1	0.0	4	8	144.0	2.4.1	4.1 and up
566	Millionaire Match: Rich Singles Dating App	8	3.9	853.0	27648.0	100000.0	1	0.0	4	8	121.0	6.4.6	4.1 and up
567	2RedBeans	8	4.0	337.0	32768.0	10000.0	1	0.0	4	8	120.0	2.8.0	4.3 and up
568	Dating for 50 plus Mature Singles – FINALLY	8	4.6	13049.0	13312.0	500000.0	1	0.0	4	8	120.0	4.17.2	4.1 and up
569	SweetRing - Meet Match Date	8	4.0	51698.0	64512.0	1000000.0	1	0.0	4	8	125.0	3.0.0	4.0.3 and up
570	BiggerCity: Chat for gay bears chubs & chasers	8	4.1	923.0	45056.0	100000.0	1	0.0	4	8	118.0	3.4.1.1	4.1 and up
572	SilverSingles: The 50+ Dating App	8	3.3	149.0	16384.0	10000.0	1	0.0	4	8	120.0	4.8.5	4.0.3 and up
573	Herpes Positive Singles Dating	8	4.4	198.0	28672.0	10000.0	1	0.0	4	8	194.0	5.5.7	4.1 and up
575	FastMeet: Chat Dating Love	8	4.2	22545.0	6041.6	1000000.0	1	0.0	4	8	124.0	1.31.4	4.0.3 and up
576	Christian Dating For Free App	8	3.9	8723.0	13312.0	500000.0	1	0.0	4	8	161.0	15.8	4.1 and up
577	Glam - Premium Dating App	8	4.3	23170.0	9216.0	500000.0	1	0.0	4	8	126.0	1.5.4.0	4.1 and up
578	iDates - Chats Flirts Dating Love & Relations	8	3.4	13890.0	20480.0	500000.0	1	0.0	4	8	162.0	4.9.2 (Oasis)	4.2 and up
579	Meet24 - Love Chat Singles	8	4.2	57083.0	8089.6	1000000.0	1	0.0	4	8	124.0	1.31.3	4.0.3 and up
580	Black White Interracial Dating - Interracial Match	8	4.1	537.0	28672.0	100000.0	1	0.0	4	8	244.0	2.0.0	4.1 and up
581	JustDating	8	4.0	13440.0	50176.0	500000.0	1	0.0	4	8	117.0	3.10.5	4.0.3 and up
582	Interracial Match Dating App	8	3.6	143.0	27648.0	10000.0	1	0.0	4	8	128.0	2.2.7	4.1 and up
583	Russian Dating & Chat for Russian speaking RusDate	8	4.2	1059.0	18432.0	100000.0	1	0.0	4	8	125.0	1.17	4.2 and up
584	Sky People (SPI): A secure blind date through authentication by Seoul National University	8	3.5	894.0	14336.0	100000.0	1	0.0	4	8	134.0	3.1.3	4.1 and up
585	Sweet mi - unlimited hunnam hunting blind date	8	4.0	6191.0	27648.0	500000.0	1	0.0	4	8	139.0	0.0.73	4.1 and up
586	Gay Sugar Daddy Dating & Hookup – Sudy Gay	8	4.1	2212.0	41984.0	100000.0	1	0.0	4	8	161.0	2.0.5	4.0.3 and up
587	Mingle - Online Dating App to Chat & Meet People	8	4.1	15081.0	38912.0	1000000.0	1	0.0	4	8	125.0	4.7.6	4.1 and up
588	Adult Dirty Emojis	8	2.8	80.0	5632.0	10000.0	1	0.0	2	8	387.0	1.0	4.0.3 and up
589	BBW Dating & Curvy Singles Chat- LargeFriends	8	4.4	218.0	27648.0	10000.0	1	0.0	4	8	128.0	5.2.9	4.1 and up
590	Hide App Private Dating Safe Chat - PrivacyHider	8	4.4	35205.0	7372.8	1000000.0	1	0.0	1	8	191.0	2.9.6	4.0 and up
591	Hitwe - meet people and chat	8	4.2	243950.0	21504.0	10000000.0	1	0.0	4	8	202.0	4.3.2	4.1 and up
592	A hundred	8	4.1	236.0	9011.2	10000.0	1	0.0	4	8	244.0	3.9.2	4.0.3 and up
593	JustSayHi- Dating App. Chat & Meet Singles Nearby	8	4.2	5152.0	38912.0	100000.0	1	0.0	4	8	125.0	3.6.3	4.1 and up
595	WannaMeet – Dating & Chat App	8	4.1	6701.0	11264.0	1000000.0	1	0.0	4	8	152.0	5.16.2	4.0.3 and up
596	Meet4U - Chat Love Singles!	8	4.2	40039.0	6656.0	1000000.0	1	0.0	4	8	124.0	1.31.3	4.0.3 and up
597	Luxy Pro- Elite Dating Single	8	3.9	742.0	26624.0	50000.0	1	0.0	4	8	235.0	5.3.3.13289	4.0.3 and up
598	Dating Network	8	4.0	187.0	19456.0	10000.0	1	0.0	4	8	125.0	1.17	4.2 and up
599	Chatting - Free chat random chat boyfriend girlfriend	8	4.2	2506.0	6246.4	500000.0	1	0.0	4	8	531.0	3.0.0	4.0 and up
